CPTAC_ovarian_cancer_protein_zscores.txt,gene_symbol	CPTAC_ovarian_cancer_phosphoproteome_imputed_zscores.txt,gene_symbol_site	color	source
MTOR	PATL1_s184	102,204,0	PhosphoSitePlus (PSP)
MTOR	RPRD1B_s166	102,204,0	PhosphoSitePlus (PSP)
MTOR	RPS6_s235	102,204,0	PhosphoSitePlus (PSP)
MTOR	RPS6_s236	102,204,0	PhosphoSitePlus (PSP)
MTOR	RPS6KB1_s394	102,204,0	PhosphoSitePlus (PSP)
MTOR	RPS6KB1_s434	102,204,0	PhosphoSitePlus (PSP)
MTOR	RPS6KB1_t389	102,204,0	PhosphoSitePlus (PSP)
MTOR	RPS6KB1_t412	102,204,0	PhosphoSitePlus (PSP)
MTOR	RPTOR_s859	102,204,0	PhosphoSitePlus (PSP)
MTOR	RPTOR_s863	102,204,0	PhosphoSitePlus (PSP)
MTOR	SENP3_s139	102,204,0	PhosphoSitePlus (PSP)
MTOR	SENP3_s141	102,204,0	PhosphoSitePlus (PSP)
MTOR	SENP3_s143	102,204,0	PhosphoSitePlus (PSP)
MTOR	SENP3_s25	102,204,0	PhosphoSitePlus (PSP)
MTOR	SENP3_s26	102,204,0	PhosphoSitePlus (PSP)
MTOR	SENP3_t142	102,204,0	PhosphoSitePlus (PSP)
MTOR	SENP3_t145	102,204,0	PhosphoSitePlus (PSP)
MTOR	SGK1_s422	102,204,0	PhosphoSitePlus (PSP)
MTOR	SLC7A11_s26	102,204,0	PhosphoSitePlus (PSP)
MTOR	SOD1_t40	102,204,0	PhosphoSitePlus (PSP)
MTOR	SRRM1_t572	102,204,0	PhosphoSitePlus (PSP)
MTOR	SRRM1_t574	102,204,0	PhosphoSitePlus (PSP)
MTOR	SRRM2_s1318	102,204,0	PhosphoSitePlus (PSP)
MTOR	SRRM2_s1326	102,204,0	PhosphoSitePlus (PSP)
MTOR	SRRM2_s1329	102,204,0	PhosphoSitePlus (PSP)
MTOR	TFEB_s122	102,204,0	PhosphoSitePlus (PSP)
MTOR	TFEB_s211	102,204,0	PhosphoSitePlus (PSP)
MTOR	UBR4_s2932	102,204,0	PhosphoSitePlus (PSP)
MTOR	ULK1_s638	102,204,0	PhosphoSitePlus (PSP)
MTOR	ULK1_s758	102,204,0	PhosphoSitePlus (PSP)
MTOR	UVRAG_s493	102,204,0	PhosphoSitePlus (PSP)
MTOR	UVRAG_s498	102,204,0	PhosphoSitePlus (PSP)
MTOR	UVRAG_s508	102,204,0	PhosphoSitePlus (PSP)
MTOR	UVRAG_s522	102,204,0	PhosphoSitePlus (PSP)
MTOR	UVRAG_s549	102,204,0	PhosphoSitePlus (PSP)
MTOR	UVRAG_s550	102,204,0	PhosphoSitePlus (PSP)
MTOR	UVRAG_s571	102,204,0	PhosphoSitePlus (PSP)
MTOR	UVRAG_s582	102,204,0	PhosphoSitePlus (PSP)
MTOR	WNK1_s2032	102,204,0	PhosphoSitePlus (PSP)
MTOR	ZNF768_s139	102,204,0	PhosphoSitePlus (PSP)
MTOR	ZNRF2_s145	102,204,0	PhosphoSitePlus (PSP)
MYLK	MYL12B_s20	102,204,0	PhosphoSitePlus (PSP)
MYLK	MYL12B_t19	102,204,0	PhosphoSitePlus (PSP)
MYLK	MYL2_s15	102,204,0	PhosphoSitePlus (PSP)
MYLK	MYL9_s20	102,204,0	PhosphoSitePlus (PSP)
MYLK	MYL9_t19	102,204,0	PhosphoSitePlus (PSP)
MYLK2	MAP4K5_s433	51,153,255	PhosphoNetworks (PN)
MYLK2	MAPK8_t367	51,153,255	PhosphoNetworks (PN)
MYLK2	MEF2C_t80	102,204,0	PhosphoSitePlus (PSP)
MYLK2	PPP2R1B_s212	51,153,255	PhosphoNetworks (PN)
MYO3A	MYO3A_t178	102,204,0	PhosphoSitePlus (PSP)
MYO3A	MYO3A_t184	102,204,0	PhosphoSitePlus (PSP)
MYO3A	MYO3A_t188	102,204,0	PhosphoSitePlus (PSP)
MYO3A	MYO3A_t908	102,204,0	PhosphoSitePlus (PSP)
MYO3A	MYO3A_t919	102,204,0	PhosphoSitePlus (PSP)
MYO3A	SQSTM1_s226	51,153,255	PhosphoNetworks (PN)
MYO3A	SQSTM1_s275	51,153,255	PhosphoNetworks (PN)
MYO3A	SQSTM1_s276	51,153,255	PhosphoNetworks (PN)
MYO3A	SQSTM1_s277	51,153,255	PhosphoNetworks (PN)
MYO3A	SQSTM1_s284	51,153,255	PhosphoNetworks (PN)
MYO3A	SQSTM1_s287	51,153,255	PhosphoNetworks (PN)
MYO3A	SQSTM1_t269	51,153,255	PhosphoNetworks (PN)
NEK1	NDC80_s165	102,204,0	PhosphoSitePlus (PSP)
NEK1	RAD54L_s572	102,204,0	PhosphoSitePlus (PSP)
NEK1	VDAC1_s193	102,204,0	PhosphoSitePlus (PSP)
NEK1	VHL_s168	102,204,0	PhosphoSitePlus (PSP)
NEK1	VHL_s183	102,204,0	PhosphoSitePlus (PSP)
NEK1	VHL_t100	102,204,0	PhosphoSitePlus (PSP)
NEK1	VHL_t105	102,204,0	PhosphoSitePlus (PSP)
NEK1	VHL_t202	102,204,0	PhosphoSitePlus (PSP)
NEK1	VHL_y112	102,204,0	PhosphoSitePlus (PSP)
NEK1	VHL_y175	102,204,0	PhosphoSitePlus (PSP)
NEK11	BLM_s338	102,204,0	PhosphoSitePlus (PSP)
NEK11	CDC25A_s79	102,204,0	PhosphoSitePlus (PSP)
NEK11	CDC25A_s82	102,204,0	PhosphoSitePlus (PSP)
NEK11	CDC25A_s88	102,204,0	PhosphoSitePlus (PSP)
NEK2	CEP250_s2417	102,204,0	PhosphoSitePlus (PSP)
NEK2	CEP250_s2421	102,204,0	PhosphoSitePlus (PSP)
NEK2	CNTROB_s36	102,204,0	PhosphoSitePlus (PSP)
NEK2	CNTROB_s41	102,204,0	PhosphoSitePlus (PSP)
NEK2	CNTROB_s45	102,204,0	PhosphoSitePlus (PSP)
NEK2	CNTROB_t35	102,204,0	PhosphoSitePlus (PSP)
NEK2	DVL3_s280	102,204,0	PhosphoSitePlus (PSP)
NEK2	DVL3_s643	102,204,0	PhosphoSitePlus (PSP)
NEK2	DVL3_s697	102,204,0	PhosphoSitePlus (PSP)
NEK2	DVL3_t15	102,204,0	PhosphoSitePlus (PSP)
NEK2	EIF4ENIF1_s757	51,153,255	PhosphoNetworks (PN)
NEK2	FANCA_t351	102,204,0	PhosphoSitePlus (PSP)
NEK2	LRRC45_s661	102,204,0	PhosphoSitePlus (PSP)
NEK2	MAP2K7_s271	51,153,255	PhosphoNetworks (PN)
NEK2	NDC80_s165	239,130,13	PSP, PN
NEK2	NDC80_t34	51,153,255	PhosphoNetworks (PN)
NEK2	NEK2_s171	102,204,0	PhosphoSitePlus (PSP)
NEK2	NEK2_s241	102,204,0	PhosphoSitePlus (PSP)
NEK2	NEK2_s356	102,204,0	PhosphoSitePlus (PSP)
NEK2	NEK2_s397	102,204,0	PhosphoSitePlus (PSP)
NEK2	NEK2_s402	102,204,0	PhosphoSitePlus (PSP)
NEK2	NEK2_s428	102,204,0	PhosphoSitePlus (PSP)
NEK2	NEK2_t170	102,204,0	PhosphoSitePlus (PSP)
NEK2	NEK2_t175	102,204,0	PhosphoSitePlus (PSP)
NEK2	NEK2_t179	102,204,0	PhosphoSitePlus (PSP)
NEK2	NPM1_s70	102,204,0	PhosphoSitePlus (PSP)
NEK2	NPM1_s88	102,204,0	PhosphoSitePlus (PSP)
NEK2	PPP1CC_t307	102,204,0	PhosphoSitePlus (PSP)
NEK2	PPP1CC_t318	239,130,13	PSP, PN
NEK2	RPS6KA2_s106	51,153,255	PhosphoNetworks (PN)
NEK2	SAFB2_s349	51,153,255	PhosphoNetworks (PN)
NEK2	SERBP1_s322	51,153,255	PhosphoNetworks (PN)
NEK2	SFRS1_t29	51,153,255	PhosphoNetworks (PN)
NEK2	SGO1_s14	102,204,0	PhosphoSitePlus (PSP)
NEK2	SGO1_s507	102,204,0	PhosphoSitePlus (PSP)
NEK2	TERF1_s114	102,204,0	PhosphoSitePlus (PSP)
NEK2	TRIM24_s186	51,153,255	PhosphoNetworks (PN)
NEK2	TRIOBP_t221	102,204,0	PhosphoSitePlus (PSP)
NEK2	ZYX_s278	51,153,255	PhosphoNetworks (PN)
NEK2	ZYX_t159	51,153,255	PhosphoNetworks (PN)
NEK3	ARID3A_s119	51,153,255	PhosphoNetworks (PN)
NEK3	C19orf2_s203	51,153,255	PhosphoNetworks (PN)
NEK3	C21orf66_s262	51,153,255	PhosphoNetworks (PN)
NEK3	C21orf66_s295	51,153,255	PhosphoNetworks (PN)
NEK3	CC2D1A_t92	51,153,255	PhosphoNetworks (PN)
NEK3	CDCA7L_s105	51,153,255	PhosphoNetworks (PN)
NEK3	CDCA7L_s108	51,153,255	PhosphoNetworks (PN)
NEK3	CDCA7L_s117	51,153,255	PhosphoNetworks (PN)
NEK3	CDCA7L_s21	51,153,255	PhosphoNetworks (PN)
NEK3	CDCA7L_t77	51,153,255	PhosphoNetworks (PN)
NEK3	HNRPK_s127	51,153,255	PhosphoNetworks (PN)
NEK3	HSPB1_s199	51,153,255	PhosphoNetworks (PN)
NEK3	HTATIP_s199	51,153,255	PhosphoNetworks (PN)
NEK3	HTATIP_t195	51,153,255	PhosphoNetworks (PN)
NEK3	LUZP1_s659	51,153,255	PhosphoNetworks (PN)
NEK3	LUZP1_s801	51,153,255	PhosphoNetworks (PN)
NEK3	LUZP1_t958	51,153,255	PhosphoNetworks (PN)
NEK3	MDM2_s186	51,153,255	PhosphoNetworks (PN)
NEK3	MDM2_s240	51,153,255	PhosphoNetworks (PN)
NEK3	MDM2_s242	51,153,255	PhosphoNetworks (PN)
NEK3	MDM2_s269	51,153,255	PhosphoNetworks (PN)
NEK3	METTL3_s219	51,153,255	PhosphoNetworks (PN)
NEK3	METTL3_s48	51,153,255	PhosphoNetworks (PN)
NEK3	METTL3_t74	51,153,255	PhosphoNetworks (PN)
NEK3	NEK3_t165	102,204,0	PhosphoSitePlus (PSP)
NEK3	PRDM10_s1097	51,153,255	PhosphoNetworks (PN)
NEK3	PRDM10_s424	51,153,255	PhosphoNetworks (PN)
NEK3	RNASEH2C_s102	51,153,255	PhosphoNetworks (PN)
NEK3	SMARCAD1_s57	51,153,255	PhosphoNetworks (PN)
NEK3	SMARCAD1_s96	51,153,255	PhosphoNetworks (PN)
NEK3	SNAP29_s105	102,204,0	PhosphoSitePlus (PSP)
NEK3	YWHAZ_s230	51,153,255	PhosphoNetworks (PN)
NEK3	YWHAZ_t232	51,153,255	PhosphoNetworks (PN)
NEK3	ZYX_s150	51,153,255	PhosphoNetworks (PN)
NEK4	CPSF3_t681	51,153,255	PhosphoNetworks (PN)
NEK4	CSTF2T_s563	51,153,255	PhosphoNetworks (PN)
NEK4	CSTF2T_s567	51,153,255	PhosphoNetworks (PN)
NEK4	DDX39_s44	51,153,255	PhosphoNetworks (PN)
NEK4	DHX32_s718	51,153,255	PhosphoNetworks (PN)
NEK4	MTA1_s112	51,153,255	PhosphoNetworks (PN)
NEK4	MTA1_s97	51,153,255	PhosphoNetworks (PN)
NEK4	MTA1_t100	51,153,255	PhosphoNetworks (PN)
NEK4	NOL7_s133	51,153,255	PhosphoNetworks (PN)
NEK4	POGZ_s251	51,153,255	PhosphoNetworks (PN)
NEK4	POGZ_s274	51,153,255	PhosphoNetworks (PN)
NEK4	POGZ_s333	51,153,255	PhosphoNetworks (PN)
NEK4	POGZ_t258	51,153,255	PhosphoNetworks (PN)
NEK4	SOX10_s24	51,153,255	PhosphoNetworks (PN)
NEK4	ZNF496_s299	51,153,255	PhosphoNetworks (PN)
NEK6	ACD_s169	102,204,0	PhosphoSitePlus (PSP)
NEK6	C21orf66_s155	51,153,255	PhosphoNetworks (PN)
NEK6	CDK7_s161	102,204,0	PhosphoSitePlus (PSP)
NEK6	DCP1A_s545	51,153,255	PhosphoNetworks (PN)
NEK6	DCP1A_t401	51,153,255	PhosphoNetworks (PN)
NEK6	DDR1_s788	102,204,0	PhosphoSitePlus (PSP)
NEK6	GRIN1_s890	102,204,0	PhosphoSitePlus (PSP)
NEK6	HSF1_s292	51,153,255	PhosphoNetworks (PN)
NEK6	HSPA1B_t66	102,204,0	PhosphoSitePlus (PSP)
NEK6	KIF20A_s240	102,204,0	PhosphoSitePlus (PSP)
NEK6	KIF20A_s244	102,204,0	PhosphoSitePlus (PSP)
NEK6	KIF20A_s683	102,204,0	PhosphoSitePlus (PSP)
NEK6	KIF20A_s754	102,204,0	PhosphoSitePlus (PSP)
NEK6	KIF20A_s883	102,204,0	PhosphoSitePlus (PSP)
NEK6	MDM4_s161	51,153,255	PhosphoNetworks (PN)
NEK6	NUP98_s591	102,204,0	PhosphoSitePlus (PSP)
NEK6	NUP98_s822	102,204,0	PhosphoSitePlus (PSP)
NEK6	RBL2_s659	102,204,0	PhosphoSitePlus (PSP)
NEK6	RPS6KB1_s403	102,204,0	PhosphoSitePlus (PSP)
NEK6	RPS6KB1_s53	102,204,0	PhosphoSitePlus (PSP)
NEK6	RPS6KB1_t412	102,204,0	PhosphoSitePlus (PSP)
NEK6	SGK_s422	51,153,255	PhosphoNetworks (PN)
NEK6	SGK1_s377	102,204,0	PhosphoSitePlus (PSP)
NEK6	SGK1_s422	102,204,0	PhosphoSitePlus (PSP)
NEK6	SMC3_s886	51,153,255	PhosphoNetworks (PN)
NEK6	STAT3_s727	102,204,0	PhosphoSitePlus (PSP)
NEK7	KIF14_s1217	102,204,0	PhosphoSitePlus (PSP)
NEK7	KIF14_s1219	102,204,0	PhosphoSitePlus (PSP)
NEK7	KIF14_s1220	102,204,0	PhosphoSitePlus (PSP)
NEK7	KIF14_s56	102,204,0	PhosphoSitePlus (PSP)
NEK7	KIF14_s607	102,204,0	PhosphoSitePlus (PSP)
NEK7	TERF1_s114	102,204,0	PhosphoSitePlus (PSP)
NEK9	ABI2_s221	51,153,255	PhosphoNetworks (PN)
NEK9	EIF4ENIF1_s693	51,153,255	PhosphoNetworks (PN)
NEK9	EIF4ENIF1_s920	51,153,255	PhosphoNetworks (PN)
NEK9	MDM2_s395	51,153,255	PhosphoNetworks (PN)
NEK9	NEDD1_s377	102,204,0	PhosphoSitePlus (PSP)
NEK9	NEK6_s198	51,153,255	PhosphoNetworks (PN)
NEK9	NEK6_s206	239,130,13	PSP, PN
NEK9	NEK7_s187	51,153,255	PhosphoNetworks (PN)
NEK9	NEK7_s195	239,130,13	PSP, PN
NEK9	NEK9_s944	102,204,0	PhosphoSitePlus (PSP)
NEK9	NEK9_t210	102,204,0	PhosphoSitePlus (PSP)
NEK9	PLK1_t210	51,153,255	PhosphoNetworks (PN)
NEK9	PPP1R13L_s119	51,153,255	PhosphoNetworks (PN)
NEK9	PPP1R13L_s395	51,153,255	PhosphoNetworks (PN)
NEK9	ZYX_t270	51,153,255	PhosphoNetworks (PN)
NIM1	CRK_s125	51,153,255	PhosphoNetworks (PN)
NLK	FOXO1_s329	102,204,0	PhosphoSitePlus (PSP)
NLK	LEF1_s132	239,130,13	PSP, PN
NLK	LEF1_s166	239,130,13	PSP, PN
NLK	LEF1_s200	102,204,0	PhosphoSitePlus (PSP)
NLK	LEF1_t155	239,130,13	PSP, PN
NLK	LEF1_t265	102,204,0	PhosphoSitePlus (PSP)
NLK	NFATC4_s272	51,153,255	PhosphoNetworks (PN)
NLK	NFATC4_s289	51,153,255	PhosphoNetworks (PN)
NLK	PRKACA_t198	51,153,255	PhosphoNetworks (PN)
NLK	RPTOR_s863	102,204,0	PhosphoSitePlus (PSP)
NLK	SMAD4_s138	102,204,0	PhosphoSitePlus (PSP)
NLK	SMAD4_t9	102,204,0	PhosphoSitePlus (PSP)
NLK	TCF7L2_t201	102,204,0	PhosphoSitePlus (PSP)
NLK	TCF7L2_t212	102,204,0	PhosphoSitePlus (PSP)
NLK	YAP1_s128	102,204,0	PhosphoSitePlus (PSP)
NME1	NME1_h118	102,204,0	PhosphoSitePlus (PSP)
NME1	NME1_s120	102,204,0	PhosphoSitePlus (PSP)
NME1	NME1_s44	102,204,0	PhosphoSitePlus (PSP)
NME2	KCNN4_h358	102,204,0	PhosphoSitePlus (PSP)
NME2	NME2_h118	102,204,0	PhosphoSitePlus (PSP)
NPM/ALK	MSH2_y238	102,204,0	PhosphoSitePlus (PSP)
NPM/ALK	STAT1_y701	102,204,0	PhosphoSitePlus (PSP)
NPM/ALK	WAS_y102	102,204,0	PhosphoSitePlus (PSP)
NPM/ALK	WAS_y291	102,204,0	PhosphoSitePlus (PSP)
NPR2	DGCR8_y267	51,153,255	PhosphoNetworks (PN)
NPR2	UBE2V1_y115	51,153,255	PhosphoNetworks (PN)
NRBP1	HLCS_s147	51,153,255	PhosphoNetworks (PN)
NRBP2	CAMKK1_t108	51,153,255	PhosphoNetworks (PN)
NRBP2	CBL_s483	51,153,255	PhosphoNetworks (PN)
NRBP2	SOX10_s24	51,153,255	PhosphoNetworks (PN)
NRBP2	TRIP10_s296	51,153,255	PhosphoNetworks (PN)
NTRK1	CTNNB1_y142	102,204,0	PhosphoSitePlus (PSP)
NTRK1	NTRK1_y490	102,204,0	PhosphoSitePlus (PSP)
NTRK1	NTRK1_y496	102,204,0	PhosphoSitePlus (PSP)
NTRK1	NTRK1_y670	102,204,0	PhosphoSitePlus (PSP)
NTRK1	NTRK1_y674	102,204,0	PhosphoSitePlus (PSP)
NTRK1	NTRK1_y675	102,204,0	PhosphoSitePlus (PSP)
NTRK1	NTRK1_y680	102,204,0	PhosphoSitePlus (PSP)
NTRK1	NTRK1_y681	102,204,0	PhosphoSitePlus (PSP)
NTRK1	NTRK1_y751	102,204,0	PhosphoSitePlus (PSP)
NTRK1	NTRK1_y785	102,204,0	PhosphoSitePlus (PSP)
NTRK1	SHC1_y317	102,204,0	PhosphoSitePlus (PSP)
NTRK1	SHC3_y218	102,204,0	PhosphoSitePlus (PSP)
NTRK1	SHC3_y219	102,204,0	PhosphoSitePlus (PSP)
NTRK1	SHC3_y256	102,204,0	PhosphoSitePlus (PSP)
NTRK1	SHC3_y257	102,204,0	PhosphoSitePlus (PSP)
NTRK1	SHC3_y283	102,204,0	PhosphoSitePlus (PSP)
NTRK1	SHC3_y301	102,204,0	PhosphoSitePlus (PSP)
NTRK2	KCNA3_y161	102,204,0	PhosphoSitePlus (PSP)
NTRK2	KCNA3_y162	102,204,0	PhosphoSitePlus (PSP)
NTRK2	KCNA3_y163	102,204,0	PhosphoSitePlus (PSP)
NTRK2	KCNA3_y499	102,204,0	PhosphoSitePlus (PSP)
NTRK2	NTRK2_y516	102,204,0	PhosphoSitePlus (PSP)
NTRK2	SHC3_y218	102,204,0	PhosphoSitePlus (PSP)
NTRK2	SHC3_y219	102,204,0	PhosphoSitePlus (PSP)
NTRK2	SHC3_y256	102,204,0	PhosphoSitePlus (PSP)
NTRK2	SHC3_y257	102,204,0	PhosphoSitePlus (PSP)
NTRK2	SHC3_y283	102,204,0	PhosphoSitePlus (PSP)
NTRK2	SHC3_y301	102,204,0	PhosphoSitePlus (PSP)
NTRK3	ETS1_y205	51,153,255	PhosphoNetworks (PN)
NTRK3	PRKCD_y155	51,153,255	PhosphoNetworks (PN)
NTRK3	PRKCD_y64	51,153,255	PhosphoNetworks (PN)
NTRK3	PRKCD_y646	51,153,255	PhosphoNetworks (PN)
NUAK1	CASP6_s257	239,130,13	PSP, PN
NUAK1	CHEK1_s280	51,153,255	PhosphoNetworks (PN)
NUAK1	GNA12_s40	51,153,255	PhosphoNetworks (PN)
NUAK1	LATS1_s464	102,204,0	PhosphoSitePlus (PSP)
NUAK1	MAPT_s262	102,204,0	PhosphoSitePlus (PSP)
NUAK1	MAPT_s356	102,204,0	PhosphoSitePlus (PSP)
NUAK1	MDM4_s367	51,153,255	PhosphoNetworks (PN)
NUAK1	PPP1R12A_s445	102,204,0	PhosphoSitePlus (PSP)
NUAK1	PPP1R12A_s472	102,204,0	PhosphoSitePlus (PSP)
NUAK1	PPP1R12A_s910	102,204,0	PhosphoSitePlus (PSP)
NUAK1	PRKACA_t198	51,153,255	PhosphoNetworks (PN)
NUAK1	PRKACA_t49	51,153,255	PhosphoNetworks (PN)
NUAK1	TP53_s15	102,204,0	PhosphoSitePlus (PSP)
NUAK1	TP53_s392	102,204,0	PhosphoSitePlus (PSP)
NUAK2	LATS1_s464	102,204,0	PhosphoSitePlus (PSP)
OXSR1	EEF1D_s94	51,153,255	PhosphoNetworks (PN)
OXSR1	SLC12A1_s120	102,204,0	PhosphoSitePlus (PSP)
OXSR1	SLC12A1_t100	102,204,0	PhosphoSitePlus (PSP)
OXSR1	SLC12A1_t105	102,204,0	PhosphoSitePlus (PSP)
OXSR1	SLC12A1_t118	102,204,0	PhosphoSitePlus (PSP)
OXSR1	SLC12A1_t95	102,204,0	PhosphoSitePlus (PSP)
OXSR1	SLC12A2_t203	102,204,0	PhosphoSitePlus (PSP)
OXSR1	SLC12A2_t207	102,204,0	PhosphoSitePlus (PSP)
OXSR1	SLC12A2_t212	102,204,0	PhosphoSitePlus (PSP)
OXSR1	SLC12A2_t217	102,204,0	PhosphoSitePlus (PSP)
OXSR1	SLC12A2_t230	102,204,0	PhosphoSitePlus (PSP)
OXSR1	SLC12A3_s73	102,204,0	PhosphoSitePlus (PSP)
OXSR1	SLC12A3_t46	102,204,0	PhosphoSitePlus (PSP)
OXSR1	SLC12A3_t55	102,204,0	PhosphoSitePlus (PSP)
OXSR1	SLC12A3_t60	102,204,0	PhosphoSitePlus (PSP)
PAK1	ABI2_t294	51,153,255	PhosphoNetworks (PN)
PAK1	ARHGDIA_s101	102,204,0	PhosphoSitePlus (PSP)
PAK1	ARHGDIA_s174	239,130,13	PSP, PN
PAK1	ARHGEF2_s116	51,153,255	PhosphoNetworks (PN)
PAK1	ARHGEF2_s858	51,153,255	PhosphoNetworks (PN)
PAK1	ARHGEF2_s886	102,204,0	PhosphoSitePlus (PSP)
PAK1	ARHGEF2_s94	51,153,255	PhosphoNetworks (PN)
PAK1	ARPC1B_t21	102,204,0	PhosphoSitePlus (PSP)
PAK1	AURKA_s342	102,204,0	PhosphoSitePlus (PSP)
PAK1	AURKA_t288	102,204,0	PhosphoSitePlus (PSP)
PAK1	BAD_s118	102,204,0	PhosphoSitePlus (PSP)
PAK1	BAD_s134	102,204,0	PhosphoSitePlus (PSP)
PAK1	BAD_s74	102,204,0	PhosphoSitePlus (PSP)
PAK1	BAD_s75	102,204,0	PhosphoSitePlus (PSP)
PAK1	BAD_s99	102,204,0	PhosphoSitePlus (PSP)
PAK1	BRAF_s364	51,153,255	PhosphoNetworks (PN)
PAK1	BRAF_s446	239,130,13	PSP, PN
PAK1	CAMKK1_t108	51,153,255	PhosphoNetworks (PN)
PAK1	CRK_s41	102,204,0	PhosphoSitePlus (PSP)
PAK1	CTBP1_s158	102,204,0	PhosphoSitePlus (PSP)
PAK1	CTNNB1_s675	102,204,0	PhosphoSitePlus (PSP)
PAK1	CTTN_s405	102,204,0	PhosphoSitePlus (PSP)
PAK1	CTTN_s418	102,204,0	PhosphoSitePlus (PSP)
PAK1	DYNLL1_s88	102,204,0	PhosphoSitePlus (PSP)
PAK1	EIF4H_s193	51,153,255	PhosphoNetworks (PN)
PAK1	EIF4H_s21	51,153,255	PhosphoNetworks (PN)
PAK1	EIF4H_s24	51,153,255	PhosphoNetworks (PN)
PAK1	ELF3_s207	102,204,0	PhosphoSitePlus (PSP)
PAK1	ESR1_s236	51,153,255	PhosphoNetworks (PN)
PAK1	ESR1_s305	102,204,0	PhosphoSitePlus (PSP)
PAK1	FLNA_s2045	51,153,255	PhosphoNetworks (PN)
PAK1	FLNA_s2152	102,204,0	PhosphoSitePlus (PSP)
PAK1	FLNA_s2292	102,204,0	PhosphoSitePlus (PSP)
PAK1	FLNA_s2370	102,204,0	PhosphoSitePlus (PSP)
PAK1	FLNA_t1089	51,153,255	PhosphoNetworks (PN)
PAK1	FLNA_t2328	51,153,255	PhosphoNetworks (PN)
PAK1	FLNA_t2478	51,153,255	PhosphoNetworks (PN)
PAK1	FXR1_s420	102,204,0	PhosphoSitePlus (PSP)
PAK1	GIT1_s508	102,204,0	PhosphoSitePlus (PSP)
PAK1	GIT1_s700	102,204,0	PhosphoSitePlus (PSP)
PAK1	GNAZ_s16	239,130,13	PSP, PN
PAK1	HACE1_s385	102,204,0	PhosphoSitePlus (PSP)
PAK1	HIST1H3A_s10	102,204,0	PhosphoSitePlus (PSP)
PAK1	HNRPK_s379	51,153,255	PhosphoNetworks (PN)
PAK1	ILK_s246	102,204,0	PhosphoSitePlus (PSP)
PAK1	ILK_t173	102,204,0	PhosphoSitePlus (PSP)
PAK1	ITGB3BP_s28	102,204,0	PhosphoSitePlus (PSP)
PAK1	KIF2C_s111	102,204,0	PhosphoSitePlus (PSP)
PAK1	KIF2C_s192	102,204,0	PhosphoSitePlus (PSP)
PAK1	LIMK1_s337	51,153,255	PhosphoNetworks (PN)
PAK1	LIMK1_t508	239,130,13	PSP, PN
PAK1	MAP2K1_s298	102,204,0	PhosphoSitePlus (PSP)
PAK1	MAP3K1_s67	102,204,0	PhosphoSitePlus (PSP)
PAK1	MDM4_t365	51,153,255	PhosphoNetworks (PN)
PAK1	MEN1_s452	51,153,255	PhosphoNetworks (PN)
PAK1	MORC2_s739	102,204,0	PhosphoSitePlus (PSP)
PAK1	MYL9_s20	102,204,0	PhosphoSitePlus (PSP)
PAK1	MYLK_s1772	102,204,0	PhosphoSitePlus (PSP)
PAK1	MYLK_s837	51,153,255	PhosphoNetworks (PN)
PAK1	MYLK_s850	51,153,255	PhosphoNetworks (PN)
PAK1	NF2_s518	102,204,0	PhosphoSitePlus (PSP)
PAK1	NFATC4_s272	51,153,255	PhosphoNetworks (PN)
PAK1	NFATC4_s289	51,153,255	PhosphoNetworks (PN)
PAK1	NFATC4_s334	51,153,255	PhosphoNetworks (PN)
PAK1	PA2G4_t261	102,204,0	PhosphoSitePlus (PSP)
PAK1	PAK1_s144	102,204,0	PhosphoSitePlus (PSP)
PAK1	PAK1_s199	102,204,0	PhosphoSitePlus (PSP)
PAK1	PAK1_s204	102,204,0	PhosphoSitePlus (PSP)
PAK1	PAK1_t423	102,204,0	PhosphoSitePlus (PSP)
PAK1	PCBP1_t127	102,204,0	PhosphoSitePlus (PSP)
PAK1	PCBP1_t60	102,204,0	PhosphoSitePlus (PSP)
PAK1	PGAM1_s118	239,130,13	PSP, PN
PAK1	PGAM1_s23	239,130,13	PSP, PN
PAK1	PGM1_s505	51,153,255	PhosphoNetworks (PN)
PAK1	PGM1_t467	102,204,0	PhosphoSitePlus (PSP)
PAK1	PLK1_s49	102,204,0	PhosphoSitePlus (PSP)
PAK1	PPP1R13L_s119	51,153,255	PhosphoNetworks (PN)
PAK1	PPP1R13L_s187	51,153,255	PhosphoNetworks (PN)
PAK1	PPP1R13L_s332	51,153,255	PhosphoNetworks (PN)
PAK1	PPP1R13L_s526	51,153,255	PhosphoNetworks (PN)
PAK1	PREX2_s1107	102,204,0	PhosphoSitePlus (PSP)
PAK1	PRKACA_s140	51,153,255	PhosphoNetworks (PN)
PAK1	PRKACA_s339	51,153,255	PhosphoNetworks (PN)
PAK1	PXN_s258	102,204,0	PhosphoSitePlus (PSP)
PAK1	PXN_s272	102,204,0	PhosphoSitePlus (PSP)
PAK1	RAF1_s233	51,153,255	PhosphoNetworks (PN)
PAK1	RAF1_s338	239,130,13	PSP, PN
PAK1	RAF1_s339	102,204,0	PhosphoSitePlus (PSP)
PAK1	RAF1_s43	51,153,255	PhosphoNetworks (PN)
PAK1	RAF1_t258	51,153,255	PhosphoNetworks (PN)
PAK1	RUNX1T1_t591	51,153,255	PhosphoNetworks (PN)
PAK1	RUNX3_t209	102,204,0	PhosphoSitePlus (PSP)
