gene_info	entrezs	Tulip14	Tulip27	Tulip04	Tulip01	Tulip13	Tulip20	Tulip24	Tulip25	Tulip28	Tulip09	Tulip03	Tulip17	Tulip06	Tulip05	Tulip11	Tulip07	Tulip22
MYL1	4632	-0.322	-0.303	-0.701	-0.543	1.161	-0.524	0.916	-0.08	-0.87	-1.193	-0.277	1.486	1.62	-1.352	-0.865	1.827	0.02
MYL3	4634	-0.977	1.454	-1.268	-0.611	0.667	-0.302	0.155	-0.411	-0.963	-1.411	-0.154	1.48	0.644	-0.005	-0.294	0.885	1.11
MYL4	4635	-1.294	-0.537	0.027	1.113	0.496	0.789	-0.265	0.34	1.142	0.947	-0.252	-1.195	-0.41	-0.295	0.158	-1.429	0.665
MYL6	4637	-0.419	-0.079	-0.463	0.305	0.424	0.052	-0.78	0.572	0.287	0.437	0.008	0.089	0.147	-0.16	0.151	-0.688	0.118
MYLK	4638	-1.129	-0.463	-0.712	0.869	-0.006	0.708	-0.608	0.208	0.886	1.236	-0.297	-0.271	-0.322	-0.248	0.241	-0.347	0.257
MYOC	4653	0.302	0.322	-0.212	-0.541	0.259	0.041	-0.524	-0.178	0.316	-0.896	0.1	0.367	-0.237	-0.088	0.383	0.803	-0.218
MYOM3	127294	0.239	1.245	-0.68	-0.565	0.86	-0.292	-0.34	-0.749	-0.693	-0.98	0.255	1.052	0.27	-0.865	-0.121	0.855	0.51
MYRF	745	0.077	-0.324	-0.159	0.581	0.329	0.018	-0.225	0.013	-0.092	0.064	0.207	0.471	0.006	-0.192	-0.28	-0.559	0.065
NACA	4666	-0.806	-0.344	-0.274	0.864	0.214	0.021	-0.226	0.319	0.288	0.651	-0.354	-0.188	0.58	0.291	-0.311	-0.466	-0.259
NAGA	4668	-0.021	-0.154	0.459	-0.03	-0.321	-0.294	0.723	-0.135	-0.165	-0.003	0.267	0.197	-0.128	-0.264	0.448	-0.282	-0.298
NAGK	55577	-0.675	0.095	0.256	0.376	0.077	-0.401	-0.326	0.155	0.31	0.473	0.568	0.33	-0.604	-0.135	-0.032	-0.31	-0.157
NAGLU	4669	0.058	0.074	0.117	-0.006	-0.296	0.133	0.323	0.387	-0.165	0.098	0.017	0.36	-0.606	-0.129	0.063	-0.197	-0.23
NAGPA	51172	0.2	0.095	0.199	0.367	0.096	-0.015	-0.204	-0.644	-0.141	-0.051	0.283	-0.142	0.648	-0.031	-0.329	-0.429	0.098
NANS	54187	-0.293	-0.557	1.04	-0.448	-0.211	-0.206	0.181	-0.55	-0.172	-0.317	0.115	-0.07	0.18	0.318	1.042	-0.09	0.037
NAP1L1	4673	-1.452	-0.73	-1.032	1.005	0.19	0.173	-0.094	0.027	0.963	1.502	-0.472	-0.371	0.032	-0.181	0.602	-0.015	-0.146
NAP1L4	4676	-1.047	-0.552	-0.651	0.615	0.06	-0.421	-0.305	-0.085	0.759	0.437	0.171	-0.547	0.522	1.384	0.273	-0.435	-0.176
NAPA	8775	-1.152	-0.639	0.139	0.884	0.255	-0.101	-0.274	0.024	0.113	0.686	-0.464	-0.282	0.131	1.294	-0.232	-0.509	0.127
NAPRT	93100	-1.087	-0.605	0.154	0.39	-0.247	-0.291	0.103	-0.37	-0.448	0.56	0.301	0.507	0.657	1.248	-0.216	-0.383	-0.274
NCAM1	4684	0.371	0.291	-0.459	-0.498	0.069	-0.295	-0.141	-0.174	0.138	0.03	0.239	0.203	0.497	-0.012	-0.098	-0.137	-0.022
NCAM2	4685	0.368	-0.048	-0.083	-0.351	-0.208	-0.261	-0.389	-0.502	-0.264	-0.062	0.34	0.318	0.678	0.318	-0.03	0.262	-0.085
NCAN	1463	0.137	-0.024	-0.611	-0.399	-0.317	-0.576	-0.465	-0.603	-0.101	0.063	0.539	-0.229	0.733	2.109	0.186	-0.088	-0.355
NCK2	8440	-0.578	-0.068	-0.746	0.627	-0.087	0.559	-0.606	-0.367	0.634	1.033	0.016	-0.485	0.147	-0.193	0.169	-0.278	0.222
NCSTN	23385	0.191	0.109	0.492	0.301	0.081	0.013	0.272	-0.115	0.226	-0.493	0.165	-0.374	0.095	-0.305	-0.029	-0.505	-0.125
NDST1	3340	-0.093	-0.101	-0.046	0	-0.022	0.211	-0.038	-0.358	0.074	-0.061	0.095	0.151	0.158	-0.193	0.038	0.423	-0.237
NEDD8	4738	-1.182	-0.684	-0.498	0.996	0.281	0.503	-0.393	0.172	0.763	0.584	-0.223	-0.755	0.53	0.567	0.164	-1.11	0.284
NEGR1	257194	0.104	0.145	0.036	-0.225	0.012	-0.303	-0.326	-0.39	0.155	0.029	0.48	0.342	0.436	-0.305	0.11	0.02	-0.321
NELL2	4753	0.28	-0.113	0.11	0.026	0.094	-0.168	0.027	-0.165	-0.324	-0.429	0.214	0.055	0.229	0.282	-0.112	0.293	-0.299
NENF	29937	-0.269	-0.182	-0.022	0.152	-0.011	0.165	-0.426	-0.175	0.283	0.352	0.537	0.627	0.526	-0.117	-1.124	-0.09	-0.223
NEO1	4756	0.264	0.047	0.156	-0.257	-0.004	0.067	-0.046	-0.085	-0.231	-0.272	0.162	0.405	-0.056	-0.075	0.105	-0.102	-0.077
NEXN	91624	-1.006	-0.219	-0.596	0.649	0.009	1.413	-0.56	-0.196	0.701	1.593	-0.033	-0.874	0.167	-0.415	-0.367	-0.946	0.682
NHLRC2	374354	-0.792	-0.475	-0.377	0.497	0.125	0.208	-0.57	-0.246	0.907	0.584	0.214	-0.438	-0.055	0.107	0.355	-0.222	0.179
NHLRC3	387921	0.221	0.665	-0.136	-0.051	-0.01	-0.12	-0.088	-0.088	-0.093	-0.273	-0.238	-0.147	-0.214	-0.705	0.355	0.936	-0.015
NID1	4811	0.509	-0.142	0.092	0.148	0.273	-0.303	-0.205	-0.193	-0.128	-0.132	-0.09	-0.142	-0.245	-0.413	0.231	0.35	0.391
NID2	22795	0.244	0.357	-0.012	-0.172	-0.325	-0.116	-0.084	-0.142	0.057	0.176	0.313	-0.121	0.913	-0.579	-0.073	-0.398	-0.039
NIF3L1	60491	0.256	-0.26	0.484	-0.264	0.03	-0.036	0.305	-0.396	-0.485	-0.676	-0.007	0.639	-0.369	1.23	-0.124	0.363	-0.689
NIT1	4817	-0.782	-0.205	-0.04	0.818	0.293	0.144	-0.228	0.265	0.277	0.228	-0.103	-0.507	0.133	0.953	-0.395	-0.737	-0.114
NIT2	56954	-1.137	0.147	-0.399	0.366	0.118	0.636	0.516	0.69	-0.113	-0.058	-0.153	-0.38	0.02	1.037	-0.019	-0.95	-0.322
NME1	4830	-0.912	-0.569	0.26	0.597	0.452	0.296	-0.309	0.474	-0.146	-0.248	-0.33	-0.515	0.3	1.286	-0.291	-0.399	0.053
NME2	4831	-1.358	-0.421	-0.324	0.935	0.43	0.614	0.021	0.219	0.504	0.692	-0.515	-0.864	0.036	0.666	-0.023	-0.621	0.009
NME3	4832	0.237	0.171	0.254	0.075	0.311	-0.095	-0.104	-0.136	0.25	-0.153	0.463	0.039	0.2	0.059	0.028	0.056	-1.656
NOTCH2	4853	-0.149	-0.294	0.321	0.081	0.088	-0.187	-0.142	0.005	0.017	-0.024	0.1	0.538	0.09	-0.219	0.13	0.016	-0.371
NOTCH3	4854	0.127	0.233	-0.078	-0.47	-0.375	-0.151	-0.114	-0.259	-0.318	-0.134	0.588	0.398	0.245	0.426	0.024	0.737	-0.88
NPC2	10577	0.368	0.039	0.183	-0.008	-0.039	-0.107	-0.166	0.131	0.123	-0.169	0.336	0.197	-0.03	-0.404	-0.207	-0.118	-0.131
NPEPPS	9520	-0.723	-0.415	-0.057	0.54	0.127	0.029	-0.121	-0.133	0.345	0.469	-0.064	0.219	-0.326	0.251	0.113	-0.167	-0.088
NQO2	4835	0.354	-0.778	0.906	0.89	-0.55	0.968	0.653	-0.658	-0.274	-0.804	-0.459	-1.346	0.505	1.478	-0.554	-0.748	0.415
NRCAM	4897	0.284	0.134	-0.011	-0.185	0.004	-0.228	0.22	-0.115	-0.024	-0.253	0.057	0.099	0.229	-0.164	0.026	0.265	-0.338
NRGN	4900	-1.424	-0.588	-0.718	1.269	0.414	0.565	-0.1	0.329	1.315	0.759	-0.159	-0.444	-0.036	-0.553	0.192	-0.844	0.022
NRP1	8829	-0.127	0.195	-0.506	-0.311	0.083	-0.526	-0.211	-0.055	-0.118	-0.024	0.326	0.079	0.463	0.286	0.147	0.414	-0.116
NRP2	8828	0.463	0.063	-0.05	0.103	-0.005	-0.344	0.137	-0.35	-0.034	-0.13	-0.019	-0.025	0.098	0.035	0.02	0.103	-0.065
NSFL1C	55968	-0.729	-0.354	-0.131	0.854	-0.01	0.277	-0.327	0.211	-0.22	0.159	-0.443	-1.01	0.823	1.535	-0.451	-0.448	0.263
NT5E	4907	0.089	-0.283	0.257	1.274	0.059	-0.345	-0.026	-0.1	-0.275	-0.483	0.109	0.176	0.204	-0.24	-0.155	-0.02	-0.24
NTM	50863	0.037	0.321	-0.084	-0.319	-0.049	-0.229	-0.215	-0.177	0.338	-0.162	0.583	0.161	0.618	-0.19	-0.192	-0.112	-0.33
NTRK2	4915	0.087	0.623	-0.059	-0.491	0.067	0.34	-0.447	0.016	0.554	-0.471	0.743	-0.129	0.593	-0.999	-0.342	-0.024	-0.059
NTRK3	4916	0.08	0.553	-0.02	-0.438	0.105	-0.21	-0.585	-0.457	0.353	-0.387	0.872	-0.023	0.605	-0.271	-0.037	-0.358	0.217
NUCB1	4924	0.246	-0.139	-0.253	0.811	0.287	0.053	0.048	0.026	-0.067	0.349	0.116	-0.194	0.607	-0.507	-0.344	-0.534	-0.506
NUCB2	4925	0.11	0.045	-0.245	-0.066	0.271	0.259	-0.221	-0.09	0.317	-0.026	0.354	-0.113	0.539	-0.211	0.159	-0.585	-0.498
NUDT2	318	-0.372	-0.506	-0.277	1.177	0.143	0.255	-0.056	-0.188	0.293	0.274	0.043	-0.214	0.223	0.183	-0.179	-0.677	-0.12
NUDT5	11164	-0.444	-0.562	-0.178	0.561	0.146	0.226	-0.243	-0.001	0.183	0.38	-0.023	-0.255	0.399	0.505	-0.318	-0.333	-0.044
NUTF2	10204	-0.593	-0.828	0.301	0.514	0.155	-0.217	-0.158	0.37	-0.026	-0.258	-0.344	-0.515	0.512	1.592	-0.322	-0.355	0.172
OAF	220323	0.341	0.27	-0.4	-0.351	0.076	-0.309	-0.073	-0.269	0.124	0.193	0.103	0.067	-0.017	-0.225	0.086	0.737	-0.354
OGN	4969	0.456	-0.229	0.475	-0.243	-0.153	-0.153	-0.39	-0.323	0.044	-0.199	0.233	0.488	-0.004	0.158	0.16	0.497	-0.816
OIT3	170392	0.352	0.157	-0.01	0.316	0.039	-0.106	0.258	-0.345	-0.533	0.189	0.032	0.068	0.45	0.044	-0.281	-0.24	-0.388
OLA1	29789	-0.466	-0.71	-0.156	0.23	0.105	-0.029	-0.105	0.104	0.318	-0.132	-0.2	-0.466	0.02	1.298	0.054	0.043	0.094
OLFM1	10439	0.343	0.219	-0.342	-0.144	-0.314	-0.228	0.145	-0.049	-0.361	0.063	0.04	-0.089	0.343	0.25	0.07	0.59	-0.537
OMD	4958	0.598	-0.297	0.078	-0.074	-0.628	-1.101	0.139	-0.841	0.249	0.031	0.301	0.255	0.871	-0.19	0.364	0.926	-0.681
OPTN	10133	-0.843	0.15	-0.19	0.614	0.157	0.11	-0.602	-0.591	0.012	0.124	0.233	-0.249	0.863	0.93	-0.258	-0.312	-0.149
ORM1	5004	1.504	0.139	0.55	-0.324	0.32	0.801	-0.203	0.171	-0.474	0.992	-1.072	-0.558	-0.606	-1.17	-0.185	-0.199	0.312
ORM2	5005	0.667	0.319	-0.382	0.488	0.254	0.394	-0.047	-0.063	0.53	0.164	-0.677	-1.263	-0.309	-0.905	-0.282	-0.138	1.249
OSCAR	126014	1.061	-0.158	0.328	-0.216	-0.099	-0.246	0.115	-0.041	-0.136	0.107	0.163	0.566	0.389	0.454	-1.332	-0.226	-0.731
OSMR	9180	0.199	0.134	-0.092	-0.166	0.072	0.195	-0.024	0.161	0.325	-1.267	0.048	0.079	0.431	-0.243	0.058	0.096	-0.005
OTUB1	55611	-1.206	-0.617	-0.323	0.979	-0.061	0.105	-0.189	0.349	0.25	0.658	-0.503	-0.491	0.418	0.524	0.112	0.154	-0.161
OXSR1	9943	-0.576	-0.427	-0.04	0.24	0.191	0.269	-0.504	-0.118	0.345	0.064	0.022	-0.249	0.243	0.863	-0.253	-0.111	0.041
P4HB	5034	-0.196	-0.392	-0.248	0.629	0.013	0.378	0.223	-0.154	0.288	0.483	-0.327	0.022	-0.045	-0.558	0.355	-0.098	-0.374
PA2G4	5036	-0.711	-0.346	-0.183	0.087	0.098	0.004	-0.435	-0.064	0.032	0.084	-0.112	-0.246	0.538	1.622	-0.2	0.06	-0.228
PACS1	55690	-0.323	-0.45	-0.977	0.14	-0.003	-0.24	0.285	-0.034	0.361	-0.311	0.493	0.191	0.246	-0.78	0.618	0.403	0.381
PACSIN2	11252	-0.753	-0.222	-0.962	1.023	0.467	0.376	-0.352	-0.12	0.497	1.165	-0.361	-0.663	0.021	-0.165	0.246	-0.239	0.042
PAEP	5047	0.334	0.372	-0.265	-0.558	-0.202	0.22	-0.224	0.195	0.376	0.027	0.093	-0.196	0.245	-0.185	0.046	-0.242	-0.037
PAFAH1B1	5048	-0.418	-0.349	0.512	0.487	-0.149	-0.137	-0.426	0.155	0.191	0.639	-0.318	-0.308	0.386	0.351	-0.073	-0.605	0.061
PAFAH1B2	5049	-0.849	-0.388	0.276	0.354	0.152	-0.179	-0.217	0.048	0.191	-0.224	-0.153	-0.248	0.195	1.326	0.103	-0.325	-0.063
PAFAH1B3	5050	-0.502	-0.436	0.461	0.229	0.068	-0.243	-0.241	0.35	-0.33	-0.764	0.06	-0.294	0.404	1.841	-0.436	-0.084	-0.081
PAK2	5062	0.497	0.204	-0.293	-0.017	0.174	-0.131	0.494	-0.081	-0.621	0.215	-0.514	-0.082	0.122	0.298	-0.257	-0.079	0.07
PAM	5066	0.693	-0.194	-0.113	-0.214	-0.257	-0.101	0.124	-0.347	-0.23	-0.546	-0.022	0.068	0.018	0.372	0.407	0.636	-0.292
PAPLN	89932	0.071	-0.046	-0.628	-0.279	-0.965	-0.267	-0.61	-0.391	-0.125	-0.257	-0.065	-0.004	0.376	3.565	0.029	0.03	-0.434
PARK7	11315	-0.773	-0.711	-0.275	0.63	0.117	-0.049	-0.27	0.028	-0.022	0.549	-0.39	-0.53	0.726	1.511	-0.202	-0.114	-0.226
PARVB	29780	-1.361	-0.753	-0.998	1.215	0.246	0.481	-0.043	-0.001	1.465	1.43	-0.39	0.012	-0.644	-0.609	0.244	-0.373	0.078
PCBD1	5092	-0.37	0.558	-0.07	0.034	0.106	0.788	0.684	0.837	-0.364	-0.914	0.701	-0.724	-0.081	-0.384	-0.231	-0.471	-0.098
PCBD2	84105	-0.4	-0.045	0.133	0.269	0.278	-0.256	-0.297	0.007	-0.348	-0.603	0.064	-0.283	0.888	1.345	-0.586	-0.162	-0.004
PCBP1	5093	0.197	-0.497	0.122	0.111	0.467	0.267	-0.23	-0.339	0.24	0.54	-0.276	-0.273	0.267	-0.009	0.122	-0.535	-0.176
PCBP2	5094	-0.474	-0.151	-0.202	0.439	0.19	0.325	-0.605	-0.182	0.831	0.625	0.182	-0.36	0.166	-0.136	-0.093	-0.474	-0.078
PCDH1	5097	-0.005	-0.107	-0.175	-0.317	0.113	-0.35	0.198	-0.203	-0.165	0.001	0.164	0.08	0.373	0.059	0.096	0.587	-0.348
PCDH12	51294	-0.246	-0.297	-0.113	-0.179	0.146	-0.553	-0.205	-0.072	0.082	-0.242	0.654	0.28	-0.105	0.041	0.291	0.641	-0.124
PCDH17	27253	0.197	-0.403	-0.247	-0.047	0.115	-0.236	-0.25	-0.252	0.117	-0.204	0.555	-0.019	0.291	0.148	0.288	0.284	-0.337
PCDH18	54510	0.296	-0.373	-0.211	-0.616	-0.402	-0.463	-0.237	-0.032	-0.356	0.003	-0.086	0.011	0.375	1.663	0.127	0.66	-0.36
PCDH9	5101	-0.098	-0.208	-0.146	-0.231	0.165	-0.478	-0.135	-0.167	0.199	-0.241	0.405	0.137	0.581	-0.112	0.572	0.01	-0.25
PCDHGC3	5098	-0.37	-0.449	-0.368	-0.308	-0.328	-0.447	0.046	-0.062	-0.121	-0.13	0.114	0.131	0.38	1.894	0.08	0.47	-0.531
PCK2	5106	-0.521	0.457	0.816	1.315	-0.064	-0.096	1.009	-0.025	-0.27	-0.527	0.277	0.056	-0.041	-1.08	-0.33	-0.711	-0.266
PCMT1	5110	-0.828	-0.54	0.352	0.173	0.17	-0.276	-0.667	-0.027	0.183	0.046	-0.132	0.183	0.072	1.252	-0.268	0.333	-0.027
PCOLCE	5118	0.828	-0.328	0.259	-0.743	-0.541	-0.305	-0.385	-0.103	-0.528	0.152	-0.205	0.266	-0.295	0.195	0.612	1.441	-0.321
PCSK1N	27344	0.133	-0.464	0.143	-0.617	-0.061	0.153	-0.191	-0.28	0.212	-0.201	0.563	0.511	0.303	-0.474	0.381	0.107	-0.218
PCSK9	255738	0.491	-0.184	0.238	0.517	-0.086	0.196	0.108	0.61	-0.474	-0.309	-0.53	0.235	-0.47	-0.352	0.49	-0.348	-0.132
PCYOX1	51449	0.51	-0.159	0.283	-0.17	0.203	0.138	0.356	0.521	-0.021	-0.267	-0.124	-0.176	-0.153	-0.207	-0.381	-0.184	-0.168
PDAP1	11333	-1.239	-0.215	-0.53	1.168	0.147	0.478	-0.443	0.15	0.693	1.022	-0.211	-0.469	0.358	-0.287	0.11	-0.535	-0.198
PDCD10	11235	-1.429	-0.451	-0.346	1.246	0.384	0.56	0.006	-0.048	0.765	1.168	-0.174	0.073	-0.151	-0.168	-0.587	-0.548	-0.299
PDCD1LG2	80380	0.2	0.174	0.195	0.345	0.632	-0.269	-0.076	-0.069	-0.299	-0.051	0.456	-0.019	0.169	-0.862	0.019	0.195	-0.739
PDCD5	9141	0.047	0.848	-0.044	-0.71	0.026	-0.148	-0.582	-0.288	0.266	0.262	-0.139	0.121	0.43	-0.598	0.492	-0.125	0.142
PDCD6IP	10015	0.193	0.525	-0.461	0.541	-0.373	0.22	0.088	-0.047	-0.106	-0.212	-0.62	0.222	-0.143	-0.075	0.15	-0.281	0.38
PDE5A	8654	-0.578	-0.302	-0.348	0.638	0.027	0.282	-0.527	0.256	0.968	0.699	0.056	-0.126	-0.159	-0.634	0.537	-1.092	0.304
PDGFA	5154	-0.02	-0.671	-0.01	-0.033	-0.202	0.185	0.001	0.263	0.022	0.166	-0.017	0.169	0.176	-0.202	0.083	0.3	-0.209
PDGFRA	5156	0.211	0.033	-0.042	-0.319	-0.13	-0.765	0.353	-0.118	0.294	-0.152	0.641	-0.208	0.552	-0.129	0.001	-0.054	-0.17
PDGFRB	5159	0.328	-0.529	1.086	0.083	0.398	0.235	0.139	0.146	0.386	0.362	0.59	0.284	-0.584	0.119	-1.131	-0.824	-1.088
PDIA3	2923	-0.7	-0.502	-0.499	0.961	0.107	0.494	-0.328	-0.07	0.476	1.136	-0.419	-0.197	-0.2	-0.113	0.352	-0.252	-0.248
PDIA4	9601	-0.29	-0.374	-0.195	0.651	0.113	0.212	-0.146	-0.109	0.314	0.768	-0.276	-0.009	-0.08	-0.251	0.357	-0.258	-0.426
PDIA5	10954	-0.898	-0.028	-0.545	0.377	-0.338	0.937	-0.367	-0.334	1.521	1.021	0.123	-0.545	-0.058	-1.038	0.705	-0.042	-0.489
PDIA6	10130	-0.977	-0.759	-0.803	0.761	0.22	0.478	-0.498	0.228	0.918	1.287	-0.358	-0.226	-0.442	-0.116	0.365	0.021	-0.098
PDLIM1	9124	-2.128	-0.369	-1.587	1.522	0.157	0.979	-0.166	0.289	1.283	1.816	-0.723	-0.73	-0.076	-0.384	0.326	-0.59	0.38
PDLIM5	10611	-1.349	-0.285	-1.085	0.587	0.129	0.989	-0.475	0.028	1.084	1.517	-0.17	-0.868	0.008	-0.48	0.339	-0.358	0.387
PEA15	8682	-0.726	-0.397	-0.206	1.092	0.181	0.222	-0.435	-0.015	0.749	0.765	-0.061	-0.514	0.407	-0.293	0.053	-0.841	0.02
PEBP1	5037	-0.663	-0.279	-0.162	0.483	-0.021	0.026	-0.126	0.272	-0.274	0.243	-0.491	-0.494	0.574	1.466	-0.349	-0.141	-0.066
PEBP4	157310	0.195	-0.547	-0.041	-0.122	-0.526	-0.187	-0.304	-0.113	0.018	-0.163	0.212	0.153	0.254	0.282	0.154	0.404	0.332
PECAM1	5175	0.083	-0.317	-0.279	0.045	0.27	0.232	-0.082	0.031	0.226	0.075	0.268	-0.072	0.33	-0.299	-0.378	-0.302	0.171
PEPD	5184	0.351	0.61	0.103	-0.258	0.135	-0.084	-0.026	-0.476	-0.302	-0.404	0.218	0.749	-0.255	-0.336	-0.296	0.1	0.17
PFAS	5198	-0.148	-0.39	0.166	0.23	-0.096	-0.246	-0.572	0.081	-0.123	-0.304	-0.026	-0.539	0.087	1.239	0.219	0.35	0.072
PFDN1	5201	-0.816	-0.289	-0.7	0.912	0.453	0.555	-0.666	-0.063	0.488	0.761	-0.181	-0.793	0.974	0.585	-0.032	-0.906	-0.281
PFDN2	5202	-0.633	-0.495	-0.807	0.778	0.218	0.421	-0.242	-0.036	0.211	0.683	-0.467	0.005	0.555	0.631	-0.471	-0.127	-0.224
PFDN5	5204	-0.549	-0.641	-0.67	0.658	0.012	0.291	-0.48	0.133	0.545	0.611	0	-0.381	0.529	0.953	-0.43	-0.438	-0.141
PFN1	5216	-2.119	-0.809	-1.352	1.415	0.12	0.933	0.351	0.427	0.924	1.275	-0.811	-0.615	-0.395	-0.245	0.555	0.019	0.325
PGAM1	5223	-0.221	-0.286	-0.167	0.44	-0.038	0.405	0.271	0.276	0.227	0.13	-0.645	-0.25	-0.513	0.44	0.057	-0.229	0.102
PGC	5225	0.068	0.094	-0.085	-0.198	-0.268	0.064	1.068	-0.349	0.903	-0.27	0.115	0.138	-0.238	-0.467	-0.17	-0.071	-0.332
PGD	5226	-0.711	-0.644	0.208	0.622	-0.141	0.262	-0.004	0.071	0.297	0.483	-0.152	0.132	-0.866	0.49	-0.177	0.006	0.124
PGK1	5230	-0.867	-0.769	-0.032	0.719	0.171	0.305	-0.036	0.384	0.543	0.526	-0.465	-0.178	-0.684	0.916	-0.115	-0.463	0.046
PGLS	25796	-0.731	-0.994	0.129	0.686	0.133	0.145	-0.138	0.393	0.565	0.253	-0.599	-0.177	-0.271	1.062	-0.109	-0.275	-0.073
PGLYRP2	114770	-0.124	-0.274	0.054	-0.404	0.05	-0.412	0.256	-0.006	-0.048	-0.354	0.465	0.397	-0.719	0.243	0.357	0.376	0.143
PGM1	5236	-0.578	-0.002	0.153	0.379	0.001	1.02	0.268	0.446	0.286	-0.055	-0.128	0.078	-0.515	-0.189	-0.345	-0.494	-0.326
PGM2	55276	-0.755	-0.638	-0.084	0.642	-0.183	0.17	-0.146	0.32	0.384	0.778	-0.269	-0.329	-0.753	0.728	-0.021	-0.219	0.376
PHPT1	29085	-0.618	0.148	-0.589	0.308	-0.835	0.067	0.308	0.471	-0.181	-0.471	-0.543	-0.666	0.448	1.308	0.131	0.605	0.108
PHYKPL	85007	0.184	0.416	0.112	0.391	-0.203	0.158	-0.04	-0.23	0.24	-0.334	0.062	0.02	-0.061	-0.159	-0.234	-0.04	-0.283
PI16	221476	0.374	0.22	-0.389	-0.805	-0.09	0.12	-0.111	0.025	-0.104	-0.042	0.342	-0.165	0.789	-0.156	0.426	0.201	-0.634
PI3	5266	-0.394	-0.178	0.455	-0.723	0.539	-0.125	-0.915	-0.069	0.597	-0.33	0.536	0.54	0.187	0.142	-0.266	0.062	-0.058
PIGR	5284	0.146	0.397	0.514	1.007	0.179	-0.59	-0.15	-0.634	-0.57	-0.701	0.426	0.275	0.199	-0.33	0.056	-0.405	0.183
PIK3IP1	113791	0.076	0.065	0.507	-0.2	-0.138	-0.45	-0.228	-0.108	0.214	-0.059	0.503	0.269	0.53	-0.379	-0.294	0.03	-0.341
PILRA	29992	-0.039	-0.522	1.3	-0.852	0.317	0.965	0.59	0.812	-0.133	-0.484	0.461	-0.493	-0.428	0.276	-0.326	-0.513	-0.932
PIN1	5300	-0.65	-0.235	-0.612	0.357	-0.011	0.035	-0.552	0.199	0.129	0.228	-0.265	-0.852	0.72	1.253	-0.089	0.347	-0.003
PIP4K2A	5305	-1.32	-0.812	-0.042	0.751	-0.146	0.224	-0.531	-0.09	1.136	0.638	-0.24	-0.202	-0.387	0.783	0.243	-0.083	0.077
PITHD1	57095	-0.532	-0.191	0.301	0.598	0.083	-0.302	-0.391	0.341	-0.472	-0.733	-0.129	-0.528	1.025	1.862	-0.669	-0.487	0.222
PITPNA	5306	-0.481	-0.205	0.247	0.281	0.096	-0.291	-0.271	0.17	0.126	-0.527	0.074	-0.132	0.22	0.786	-0.252	-0.205	0.365
PITPNB	23760	-0.857	-0.482	-0.222	0.578	0.126	0.308	-0.237	0.255	0.618	0.303	-0.006	-0.556	-0.326	0.574	0.131	-0.544	0.337
PKDCC	91461	0.434	0.46	-0.163	-0.873	0.218	-0.282	0.025	0.32	0.388	-0.27	0.612	0	0.557	-0.672	-0.313	0.05	-0.489
PKHD1L1	93035	0.48	-0.154	-0.196	-0.097	0.322	-0.173	-0.004	-0.591	0.426	-0.34	-0.112	0.35	-0.006	0.166	-0.031	-0.156	0.116
PKM	5315	-0.856	-1.06	-0.501	0.774	0.21	0.219	-0.069	0.09	0.736	0.696	-0.052	0.297	-0.52	-0.436	0.276	0.407	-0.21
PLA2G15	23659	0.344	-0.117	0.208	-0.382	-0.217	-0.112	0.383	0.634	-0.212	0.063	-0.035	0.035	-0.242	-0.239	0.175	0.005	-0.29
PLA2G7	7941	0.774	-0.359	0.546	-0.31	-0.22	0.252	0.527	0.834	0.026	-1.068	0.135	0.177	-0.42	-0.509	-0.502	0.048	0.069
PLBD2	196463	0.662	0.618	-0.306	-0.63	-0.483	-0.111	0.331	0.431	-0.021	0.168	0.568	0.259	-0.117	-0.363	-0.085	-0.318	-0.602
PLCB1	23236	0.327	0.348	-0.255	-0.279	0.036	-0.003	-0.311	-0.476	0.201	-0.552	0.439	-0.232	0.268	-0.467	0.093	0.776	0.087
PLD3	23646	0.141	-0.358	0.278	-0.105	-0.041	-0.372	0.459	-0.152	-0.188	0.029	0.091	0.077	0.056	-0.161	-0.157	0.281	0.123
PLEC	5339	-0.288	0.147	-0.137	-0.083	0.076	0.65	0.032	-0.427	0.58	0.532	0.273	-0.416	0.311	-0.512	-0.237	-0.556	0.054
PLEK	5341	-1.749	-0.676	-1.38	1.284	0.389	0.994	-0.149	0.143	1.184	1.438	-0.575	-0.787	-0.267	-0.481	0.814	-0.531	0.351
PLG	5340	0.459	0.295	-0.036	0.228	-0.013	-0.021	0.094	0.069	-0.459	-0.937	-0.214	-0.277	-0.05	0.437	0.175	0.197	0.052
PLIN3	10226	-0.242	-0.218	0.147	0.503	0.08	0.241	-0.124	0.099	0.244	0.513	-0.256	0.234	-0.194	0.359	-0.698	-0.443	-0.244
PLOD1	5351	0.395	-0.35	0.423	0.201	-0.244	-0.009	0.9	-0.062	-0.314	-0.218	-0.499	-0.007	-0.306	-0.039	-0.024	0.1	0.053
PLS3	5358	0.053	0.081	-0.164	-0.454	-0.153	0.321	-0.227	0.139	0.218	0.095	-0.174	0.386	-0.557	-0.501	0.554	0.632	-0.251
PLTP	5360	0.469	0.095	0.059	-0.405	0.022	-0.639	0.062	0.236	0.098	-0.097	0.061	0.264	-0.333	-0.226	0.099	0.681	-0.446
PLXDC1	57125	0.253	-0.637	-0.235	-1.041	-0.023	0.108	-0.189	-0.065	-0.427	-0.294	-0.236	0.417	-0.197	3.376	-0.168	-0.135	-0.506
